person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,OTHER_DEBT,TIME_WITH_BANK,LOAN_PERIOD in days,,
24,36000,MORTGAGE,8,PERSONAL,C,3500,13.06,0,0.1,Y,3,30900.07303,4,309,,
23,70000,RENT,1,EDUCATION,A,3500,5.42,0,0.05,N,3,99920.58084,9,999,,
23,64000,RENT,7,DEBTCONSOLIDATION,C,3500,14.72,1,0.05,Y,2,54129.78065,8,541,,
23,74000,RENT,1,EDUCATION,C,3500,12.87,0,0.05,Y,3,86677.26998,3,866,,
26,68004,RENT,10,DEBTCONSOLIDATION,D,3500,15.28,1,0.05,Y,3,31375.83532,4,313,,
24,74400,RENT,1,EDUCATION,A,3500,7.29,0,0.05,N,4,80002.94622,8,800,,
23,74880,RENT,3,EDUCATION,B,3500,11.11,0,0.05,N,4,73139.58767,7,731,,
22,75000,RENT,3,EDUCATION,A,3500,7.29,0,0.05,N,2,49883.82181,3,498,,
25,77000,RENT,2,DEBTCONSOLIDATION,A,3500,7.9,0,0.05,N,4,64839.34492,5,648,,
23,78000,RENT,1,VENTURE,B,3500,9.96,0,0.04,N,4,87667.62807,6,876,,
23,81000,RENT,5,EDUCATION,B,3500,10.75,0,0.04,N,3,8031.946573,8,803,,
25,83500,RENT,9,HOMEIMPROVEMENT,C,3500,,0,0.04,N,2,109.9781051,3,109,,
24,78000,RENT,1,DEBTCONSOLIDATION,B,3500,11.83,1,0.04,N,3,43667.26077,2,436,,
24,36000,MORTGAGE,5,DEBTCONSOLIDATION,B,7000,11.11,0,0.19,N,4,69717.8427,5,697,,
21,36000,MORTGAGE,1,MEDICAL,A,4000,5.42,0,0.11,N,3,77334.75645,2,773,,
23,94000,RENT,7,MEDICAL,B,3500,11.49,0,0.04,N,3,95380.46122,6,953,,
23,98000,RENT,5,DEBTCONSOLIDATION,A,3500,8.07,0,0.04,N,3,6815.830255,9,681,,
21,110000,RENT,0,EDUCATION,C,3500,13.99,0,0.03,Y,3,8992.334199,8,899,,
23,26000,RENT,2,MEDICAL,A,3525,6.62,0,0.14,N,4,73001.33212,9,730,,
22,36000,MORTGAGE,6,EDUCATION,A,12000,7.29,0,0.33,N,3,10283.42996,4,102,,
24,36000,RENT,5,VENTURE,D,3525,14.59,0,0.1,Y,3,98740.92042,3,987,,
26,45000,RENT,6,MEDICAL,A,3575,,0,0.08,N,2,7595.939111,9,759,,
22,10800,RENT,,VENTURE,C,3600,12.23,1,0.33,Y,3,91147.36237,5,911,,
21,36000,OWN,,EDUCATION,A,11000,5.42,0,0.31,N,3,88930.67864,4,889,,
25,12000,RENT,,DEBTCONSOLIDATION,B,3600,9.62,1,0.3,N,2,53207.18028,8,532,,
21,12120,RENT,0,DEBTCONSOLIDATION,A,3600,8.32,1,0.3,N,2,27983.31793,2,279,,
22,36000,OWN,6,EDUCATION,B,7500,9.63,0,0.21,N,2,41274.29359,5,412,,
26,36000,MORTGAGE,10,VENTURE,A,9000,5.42,0,0.25,N,4,90821.39228,2,908,,
23,30000,MORTGAGE,7,HOMEIMPROVEMENT,A,2200,,1,0.07,N,3,34281.66526,5,342,,
22,36000,MORTGAGE,0,PERSONAL,A,2000,,0,0.06,N,4,56937.19976,7,569,,
21,15000,RENT,0,PERSONAL,D,3600,15.95,1,0.24,N,2,39455.55969,8,394,,
23,36000,MORTGAGE,2,VENTURE,B,12000,10.74,0,0.33,N,4,79247.81784,6,792,,
22,18000,RENT,0,MEDICAL,B,3600,,1,0.2,N,3,94000.88855,4,940,,
22,18000,RENT,0,HOMEIMPROVEMENT,A,3600,6.91,1,0.2,N,3,92376.57872,9,923,,
22,18700,RENT,3,EDUCATION,A,3600,8.9,1,0.19,N,4,34581.32481,3,345,,
24,20000,RENT,3,MEDICAL,B,3600,11.71,0,0.18,N,4,50354.62217,5,503,,
25,21600,RENT,3,PERSONAL,B,3600,10.99,0,0.17,N,4,16876.22832,5,168,,
24,24000,RENT,1,DEBTCONSOLIDATION,A,3600,6.62,1,0.15,N,4,48172.40154,9,481,,
23,36000,MORTGAGE,7,VENTURE,C,4800,13.06,0,0.13,Y,2,46517.1301,6,465,,
21,24000,RENT,,EDUCATION,B,3600,11.99,0,0.15,N,3,38727.71885,3,387,,
26,24000,RENT,0,MEDICAL,D,3600,14.96,1,0.15,N,4,567.0231553,4,567,,
23,24216,RENT,1,EDUCATION,D,3600,16.49,1,0.15,N,3,75245.89212,9,752,,
21,24996,RENT,1,MEDICAL,D,3600,14.09,1,0.14,N,3,26289.95641,5,262,,
21,26400,RENT,0,DEBTCONSOLIDATION,C,3600,14.27,0,0.14,Y,3,50708.16609,4,507,,
26,30000,RENT,3,MEDICAL,D,3600,15.99,1,0.12,N,4,39195.10492,2,391,,
23,30000,RENT,3,PERSONAL,A,3600,5.99,0,0.12,N,2,85522.0083,5,855,,
24,30000,RENT,0,PERSONAL,A,3600,7.49,0,0.12,N,4,89046.78121,1,890,,
22,30000,RENT,2,DEBTCONSOLIDATION,B,3600,10.99,0,0.12,N,3,51962.30067,1,519,,
24,30000,RENT,1,VENTURE,A,3600,8.49,0,0.12,N,3,56089.33709,2,560,,
22,36000,MORTGAGE,2,VENTURE,B,7750,9.99,0,0.22,N,4,54075.5542,3,540,,
23,36000,MORTGAGE,7,DEBTCONSOLIDATION,C,15800,13.72,0,0.44,Y,4,17078.28394,1,170,,
23,30000,RENT,4,PERSONAL,C,3600,14.17,0,0.12,N,3,23046.06481,2,230,,
23,30000,RENT,0,VENTURE,A,3600,6.17,0,0.12,N,2,8628.270676,5,862,,
22,36000,MORTGAGE,2,DEBTCONSOLIDATION,A,1800,6.17,0,0.05,N,4,52608.89444,4,526,,
24,36000,MORTGAGE,8,PERSONAL,A,4800,6.91,0,0.13,N,3,17772.70321,9,177,,
22,30000,RENT,0,VENTURE,B,3600,12.21,0,0.12,N,3,8025.636141,6,802,,
23,30000,RENT,7,EDUCATION,B,3600,9.7,0,0.12,N,3,74828.38733,4,748,,
22,36000,MORTGAGE,6,DEBTCONSOLIDATION,A,10000,5.42,0,0.28,N,3,59768.07766,7,597,,
22,31000,RENT,4,VENTURE,B,3600,12.69,0,0.12,N,3,27979.05869,8,279,,
23,36000,OWN,1,VENTURE,A,1800,6.54,0,0.05,N,4,22895.33691,3,228,,
25,31200,RENT,0,DEBTCONSOLIDATION,A,3600,8.9,0,0.12,N,2,3874.364825,8,387,,
23,36000,OWN,1,MEDICAL,C,14600,12.61,0,0.41,Y,2,20721.78843,5,207,,
23,36000,OWN,7,EDUCATION,B,6000,8.88,0,0.17,N,2,63054.57456,6,630,,
25,31800,RENT,2,PERSONAL,A,3600,7.51,0,0.11,N,3,66967.89113,2,669,,
24,32000,RENT,9,MEDICAL,A,3600,7.49,0,0.11,N,3,38275.52499,4,382,,
23,32000,RENT,6,PERSONAL,A,3600,9.63,0,0.11,N,3,43827.57656,6,438,,
25,33000,RENT,4,MEDICAL,B,3600,10,1,0.11,N,3,37365.40441,4,373,,
22,35000,RENT,0,PERSONAL,B,3600,11.83,0,0.1,N,3,48457.53631,7,484,,
22,36000,MORTGAGE,2,PERSONAL,A,12000,7.51,0,0.33,N,4,91789.98016,9,917,,
25,36000,RENT,2,EDUCATION,C,3600,15.23,0,0.1,N,4,20062.04133,1,200,,
22,36000,RENT,2,EDUCATION,C,3600,12.99,0,0.1,N,2,55580.67156,3,555,,
25,36000,MORTGAGE,5,PERSONAL,A,6000,7.88,0,0.17,N,4,19648.57503,3,196,,
22,36000,RENT,3,PERSONAL,A,3600,5.99,0,0.1,N,2,22313.25777,5,223,,
24,36000,RENT,1,DEBTCONSOLIDATION,A,3600,7.29,0,0.1,N,2,61035.78056,3,610,,
26,36000,MORTGAGE,2,PERSONAL,B,10000,10.75,0,0.28,N,2,56702.73586,7,567,,
23,30000,MORTGAGE,4,MEDICAL,D,4000,16.32,1,0.13,Y,4,90297.0498,5,902,,
22,37008,RENT,2,EDUCATION,B,3600,12.42,0,0.1,N,4,60960.04695,1,609,,
23,36000,OWN,,VENTURE,A,18000,7.88,0,0.5,N,2,88738.79663,3,887,,
22,38400,RENT,6,DEBTCONSOLIDATION,B,3600,12.69,0,0.09,N,3,20633.3711,6,206,,
23,38400,RENT,7,DEBTCONSOLIDATION,C,3600,13.61,0,0.09,N,3,51063.14346,8,510,,
24,36000,MORTGAGE,8,VENTURE,A,3250,6.39,0,0.09,N,2,23444.4418,2,234,,
24,36000,MORTGAGE,3,MEDICAL,C,8000,13.61,0,0.22,N,2,12901.13474,1,129,,
22,36000,OWN,6,EDUCATION,D,12000,15.21,0,0.33,Y,3,90553.91605,5,905,,
22,36000,MORTGAGE,6,PERSONAL,D,1400,14.84,0,0.04,Y,4,4054.489867,2,405,,
26,36000,MORTGAGE,6,PERSONAL,A,4000,6.76,0,0.11,N,3,39200.73789,5,392,,
25,33772,RENT,3,HOMEIMPROVEMENT,D,3600,16.02,1,0.11,Y,2,96858.12288,4,968,,
23,40000,RENT,3,DEBTCONSOLIDATION,C,3600,15.96,0,0.09,Y,4,94612.38316,4,946,,
22,36000,MORTGAGE,0,MEDICAL,A,4500,7.51,0,0.13,N,2,47.39997811,6,47,,
24,40000,RENT,1,MEDICAL,C,3600,13.49,0,0.09,N,3,62039.84607,5,620,,
25,36000,MORTGAGE,5,VENTURE,E,4800,17.93,0,0.13,N,3,73715.71167,1,737,,
21,40000,RENT,5,MEDICAL,A,3600,5.42,0,0.09,N,4,10141.75212,7,101,,
26,36000,MORTGAGE,3,HOMEIMPROVEMENT,A,5400,7.51,0,0.15,N,4,6209.430735,5,620,,
25,36000,MORTGAGE,0,DEBTCONSOLIDATION,A,9000,7.14,0,0.25,N,4,20050.13612,4,200,,
23,36000,MORTGAGE,3,VENTURE,B,4800,10.38,0,0.13,N,4,74869.39332,5,748,,
24,40000,RENT,0,EDUCATION,B,3600,10.59,0,0.09,N,2,22515.17589,2,225,,
23,36000,OWN,3,EDUCATION,A,8500,7.51,0,0.24,N,3,9145.177179,5,914,,
22,40000,RENT,0,PERSONAL,A,3600,6.17,0,0.09,N,2,43060.20132,3,430,,
24,40000,RENT,2,DEBTCONSOLIDATION,B,3600,11.12,0,0.09,N,3,86309.79741,3,863,,
22,36000,MORTGAGE,6,VENTURE,A,7500,7.14,0,0.21,N,3,52175.77409,3,521,,
25,36000,MORTGAGE,3,VENTURE,B,5000,,0,0.14,N,4,66922.41631,9,669,,
22,36000,MORTGAGE,1,EDUCATION,A,6000,7.51,0,0.17,N,4,58975.89397,2,589,,
22,42000,RENT,0,VENTURE,C,3600,14.72,0,0.09,Y,4,38674.03794,8,386,,
23,36000,OWN,2,VENTURE,B,15000,11.36,0,0.42,N,4,99043.7645,8,990,,
23,37000,RENT,7,EDUCATION,A,11000,6.62,0,0.3,N,3,17030.1036,9,170,,
23,37440,RENT,0,VENTURE,B,11000,,0,0.29,N,2,16113.64187,9,161,,
24,37950,RENT,8,EDUCATION,B,11000,11.86,0,0.29,N,2,81590.594,7,815,,
24,36000,MORTGAGE,4,VENTURE,D,2000,14.96,0,0.06,N,2,25652.10185,6,256,,
26,36000,OWN,,PERSONAL,B,15000,10.25,0,0.42,N,2,8183.23524,8,818,,
22,39500,RENT,3,DEBTCONSOLIDATION,C,11000,12.68,0,0.28,Y,2,253.6972032,4,253,,
23,39500,RENT,7,MEDICAL,A,11000,,0,0.28,N,2,35145.5121,6,351,,
23,39520,RENT,8,PERSONAL,A,11000,5.42,0,0.28,N,2,93969.67922,5,939,,
22,39996,RENT,3,PERSONAL,A,11000,5.79,0,0.28,N,2,31831.13653,5,318,,
22,34000,RENT,2,HOMEIMPROVEMENT,D,11000,15.99,1,0.32,N,3,83211.8867,3,832,,
22,41000,RENT,2,DEBTCONSOLIDATION,B,11000,12.18,0,0.27,N,4,74663.62179,8,746,,
24,41280,RENT,3,VENTURE,D,11000,15.28,0,0.27,N,3,64901.55479,8,649,,
26,36000,MORTGAGE,10,PERSONAL,B,10000,9.88,0,0.28,N,3,48569.80869,7,485,,
25,36000,MORTGAGE,3,DEBTCONSOLIDATION,C,7000,12.73,0,0.19,Y,2,52479.60848,4,524,,
23,36000,MORTGAGE,,EDUCATION,A,10000,7.14,0,0.28,N,3,90625.15199,2,906,,
21,41808,RENT,5,EDUCATION,E,11000,17.19,0,0.26,Y,3,49206.40906,5,492,,
22,42000,RENT,3,PERSONAL,B,11000,11.71,0,0.26,N,2,49288.72402,3,492,,
21,36000,RENT,3,HOMEIMPROVEMENT,B,11000,10.37,1,0.31,N,4,51341.70287,8,513,,
23,36000,RENT,0,VENTURE,C,11000,13.11,1,0.31,Y,3,74751.52346,9,747,,
21,36000,OWN,5,EDUCATION,C,8800,13.85,0,0.24,N,2,50774.57023,2,507,,
24,30000,MORTGAGE,,HOMEIMPROVEMENT,C,10000,14.22,1,0.33,Y,3,83490.127,8,834,,
24,43000,RENT,9,EDUCATION,A,11000,8.94,0,0.26,N,3,37261.15995,7,372,,
25,44975,RENT,2,MEDICAL,A,11000,6.99,0,0.24,N,4,90166.97443,8,901,,
26,45000,RENT,3,DEBTCONSOLIDATION,A,11000,6.99,0,0.24,N,2,8589.36942,5,858,,
25,45000,RENT,2,DEBTCONSOLIDATION,B,11000,9.25,0,0.24,N,2,24131.98656,1,241,,
23,36000,OWN,2,VENTURE,C,5000,12.87,0,0.14,Y,3,83069.02459,8,830,,
25,36000,MORTGAGE,0,MEDICAL,C,5400,14.26,0,0.15,N,3,26266.77809,1,262,,
22,45000,RENT,6,MEDICAL,B,11000,9.88,0,0.24,N,2,17899.42297,2,178,,
26,45000,RENT,10,PERSONAL,D,11000,14.61,0,0.24,N,2,33561.52143,6,335,,
22,36000,OWN,4,EDUCATION,D,5000,14.61,0,0.14,N,2,21660.93372,2,216,,
22,45504,RENT,2,DEBTCONSOLIDATION,B,11000,10.99,0,0.24,N,2,66738.80935,9,667,,
22,46000,RENT,3,EDUCATION,B,11000,10.59,0,0.24,N,3,26311.84439,2,263,,
24,36000,MORTGAGE,3,PERSONAL,B,4750,11.83,0,0.13,N,3,38307.34222,2,383,,
22,46000,RENT,4,PERSONAL,A,11000,7.49,0,0.24,N,4,17190.80904,7,171,,
24,47160,RENT,5,VENTURE,B,11000,11.14,0,0.23,N,4,83466.43333,8,834,,
25,48000,RENT,8,MEDICAL,A,11000,7.51,0,0.23,N,4,10658.48545,1,106,,
23,30000,MORTGAGE,4,VENTURE,D,9500,15.31,1,0.32,N,2,26016.59765,9,260,,
22,48000,RENT,2,EDUCATION,B,11000,10.75,0,0.23,N,4,72273.28695,8,722,,
25,48996,RENT,9,EDUCATION,A,11000,7.88,0,0.22,N,2,12999.20128,2,129,,
24,49278,RENT,4,VENTURE,C,11000,13.22,0,0.22,N,2,97932.67673,7,979,,
22,50000,RENT,1,MEDICAL,A,11000,,0,0.22,N,2,46091.65242,7,460,,
22,50000,RENT,6,EDUCATION,C,11000,13.49,0,0.22,Y,4,97347.89485,4,973,,
23,36000,MORTGAGE,3,DEBTCONSOLIDATION,C,3000,13.22,0,0.08,N,4,50542.78428,4,505,,
21,50000,RENT,4,EDUCATION,B,11000,10,0,0.22,N,3,70169.6226,1,701,,
25,50000,RENT,0,EDUCATION,B,11000,12.53,0,0.22,N,2,9773.549608,3,977,,
26,44000,RENT,4,DEBTCONSOLIDATION,D,11000,15.31,1,0.25,N,2,26652.61625,6,266,,
22,50985,RENT,4,EDUCATION,C,11000,13.11,0,0.22,N,2,80364.19819,5,803,,
22,36000,MORTGAGE,3,MEDICAL,B,6000,12.53,0,0.17,N,2,71199.89666,1,711,,
26,36000,MORTGAGE,0,DEBTCONSOLIDATION,A,6350,8.94,0,0.18,N,4,45990.23867,6,459,,
26,46000,RENT,3,MEDICAL,D,11000,16.29,1,0.24,Y,3,90957.92211,1,909,,
21,52769,RENT,5,EDUCATION,B,11000,10.37,0,0.21,N,4,6954.757699,5,695,,
26,53004,RENT,10,HOMEIMPROVEMENT,A,11000,5.79,0,0.21,N,4,88478.71345,3,884,,
23,30000,MORTGAGE,7,MEDICAL,C,10000,13.79,1,0.33,N,2,34486.87206,8,344,,
23,54996,RENT,2,MEDICAL,C,11000,,0,0.2,N,2,6117.103061,3,611,,
23,30000,MORTGAGE,0,HOMEIMPROVEMENT,A,1000,9.32,1,0.03,N,4,87476.12588,4,874,,
23,56000,RENT,3,DEBTCONSOLIDATION,A,11000,7.49,0,0.2,N,4,94244.06624,3,942,,
21,36000,MORTGAGE,1,DEBTCONSOLIDATION,A,8000,9.32,0,0.22,N,3,72663.3546,1,726,,
26,58195,RENT,3,PERSONAL,B,11000,9.91,0,0.19,N,2,71161.70858,5,711,,
22,59000,RENT,2,EDUCATION,B,11000,10.74,0,0.19,N,2,4707.781573,4,470,,
24,36000,MORTGAGE,3,HOMEIMPROVEMENT,A,6400,9.38,0,0.18,N,4,10910.55674,4,109,,
23,60000,RENT,1,EDUCATION,C,11000,14.22,0,0.18,N,4,14884.3303,7,148,,
22,36000,MORTGAGE,2,DEBTCONSOLIDATION,A,10000,8.32,0,0.28,N,3,63613.61872,6,636,,
24,65000,RENT,5,HOMEIMPROVEMENT,A,11000,7.51,0,0.17,N,4,34868.81776,3,348,,
26,36000,MORTGAGE,10,PERSONAL,B,18000,10.39,0,0.5,N,2,27115.58669,6,271,,
26,36000,MORTGAGE,8,HOMEIMPROVEMENT,C,6000,12.29,0,0.17,Y,4,90729.66068,5,907,,
24,36000,MORTGAGE,3,EDUCATION,B,8000,9.83,0,0.22,N,3,42139.12877,4,421,,
24,69996,RENT,9,DEBTCONSOLIDATION,B,11000,11.86,0,0.16,N,3,83577.04212,6,835,,
26,70000,RENT,5,HOMEIMPROVEMENT,A,11000,6.62,0,0.16,N,4,5726.704868,5,572,,
22,71200,RENT,2,VENTURE,B,11000,12.42,0,0.15,N,2,56585.80589,9,565,,
25,80004,RENT,9,HOMEIMPROVEMENT,C,11000,12.53,0,0.14,N,4,47436.96943,7,474,,
23,81600,RENT,3,PERSONAL,B,11000,,0,0.13,N,3,82855.60632,4,828,,
24,85000,RENT,1,MEDICAL,A,11000,6.91,0,0.13,N,2,48662.03077,8,486,,
21,87000,RENT,5,MEDICAL,B,11000,11.58,0,0.13,N,2,54822.82148,9,548,,
24,90000,RENT,2,EDUCATION,B,11000,11.14,0,0.12,N,3,64662.97919,7,646,,
26,36194,MORTGAGE,10,PERSONAL,B,9250,10.08,0,0.26,N,3,47189.85087,7,471,,
24,100000,RENT,6,DEBTCONSOLIDATION,A,11000,5.42,0,0.11,N,4,101.8990399,1,101,,
25,30252,MORTGAGE,9,PERSONAL,B,10000,9.76,1,0.33,N,3,62427.52228,9,624,,
23,116000,RENT,7,VENTURE,A,11000,8.94,0,0.09,N,2,70036.62413,5,700,,
21,30297,MORTGAGE,5,HOMEIMPROVEMENT,C,7550,13.22,1,0.25,Y,4,84332.42337,5,843,,
25,36300,MORTGAGE,5,VENTURE,A,9000,6.99,0,0.25,N,2,3104.043066,9,310,,
25,30300,MORTGAGE,4,MEDICAL,B,5000,10,1,0.17,N,2,94776.33075,5,947,,
25,120000,RENT,9,DEBTCONSOLIDATION,B,11000,12.18,0,0.09,N,4,15283.97778,1,152,,
26,125000,RENT,1,MEDICAL,C,11000,12.98,0,0.09,Y,4,37611.51421,8,376,,
22,36396,MORTGAGE,6,EDUCATION,B,5500,11.12,0,0.15,N,3,44202.62943,1,442,,
24,47230,RENT,8,VENTURE,A,10950,6.91,0,0.23,N,2,31586.07598,3,315,,
22,30400,MORTGAGE,2,VENTURE,C,9950,15.27,1,0.33,N,4,81381.34148,3,813,,
22,60000,RENT,5,PERSONAL,D,10900,15.65,0,0.18,N,2,78832.40368,2,788,,
22,35500,RENT,6,HOMEIMPROVEMENT,C,10875,12.84,1,0.31,N,4,30025.45977,5,300,,
25,36400,MORTGAGE,4,VENTURE,C,11000,12.29,0,0.3,N,3,41791.48642,7,417,,
21,33000,RENT,2,EDUCATION,C,10800,12.23,1,0.33,N,3,5428.126399,1,542,,
24,34000,RENT,3,PERSONAL,D,10800,14.42,1,0.32,Y,4,85584.23028,4,855,,
22,36480,RENT,2,VENTURE,B,10800,8.88,0,0.3,N,4,6608.244694,4,660,,
26,33996,RENT,2,PERSONAL,B,10800,11.12,1,0.32,N,3,29903.54751,4,299,,
24,36500,MORTGAGE,3,VENTURE,B,2500,10.37,0,0.07,N,3,12064.2261,2,120,,
24,40000,RENT,0,DEBTCONSOLIDATION,A,10800,6.92,0,0.27,N,4,54071.42781,9,540,,
24,43680,RENT,1,VENTURE,A,10800,5.42,0,0.25,N,2,68358.2958,2,683,,
26,45000,RENT,0,MEDICAL,A,10800,6.17,0,0.24,N,3,43388.91094,7,433,,
24,45996,RENT,2,VENTURE,C,10800,13.16,0,0.23,N,4,34413.74879,2,344,,
23,30500,MORTGAGE,6,MEDICAL,D,3000,14.96,1,0.1,Y,2,25798.49206,5,257,,
25,36500,MORTGAGE,7,DEBTCONSOLIDATION,A,3200,9.63,0,0.09,N,3,94169.66087,3,941,,
24,36500,MORTGAGE,0,EDUCATION,C,7000,13.16,0,0.19,Y,4,70300.12484,8,703,,
26,42000,RENT,2,PERSONAL,C,10800,13.99,1,0.26,N,2,91213.26091,2,912,,
26,30576,MORTGAGE,10,MEDICAL,D,3000,14.46,1,0.1,Y,2,26634.69499,4,266,,
26,36588,MORTGAGE,,DEBTCONSOLIDATION,B,10000,10.65,0,0.27,N,3,18260.04496,6,182,,
22,36600,MORTGAGE,2,DEBTCONSOLIDATION,A,9950,7.29,0,0.27,N,3,26062.14717,6,260,,
25,50000,RENT,2,VENTURE,B,10800,10.75,0,0.22,N,3,3922.390167,5,392,,
26,36636,MORTGAGE,,MEDICAL,A,5000,6.03,0,0.14,N,2,28533.73918,8,285,,
21,36648,MORTGAGE,,DEBTCONSOLIDATION,B,7125,9.91,0,0.19,N,2,29500.24419,3,295,,
22,44400,RENT,2,PERSONAL,E,10800,18.79,1,0.24,N,3,91769.5938,2,917,,
23,55000,RENT,2,MEDICAL,B,10800,8.88,0,0.2,N,2,39748.76081,4,397,,
25,55000,RENT,2,VENTURE,C,10800,13.57,0,0.2,N,2,84822.48919,9,848,,
25,30780,MORTGAGE,,MEDICAL,A,5500,8.49,1,0.18,N,4,37818.5788,4,378,,
21,36800,MORTGAGE,5,EDUCATION,A,12400,7.51,0,0.34,N,4,57632.23473,8,576,,
21,57000,RENT,0,EDUCATION,C,10800,13.22,0,0.19,N,3,3709.89791,4,370,,
21,57000,RENT,6,HOMEIMPROVEMENT,D,10800,16.77,1,0.19,N,4,21856.01135,1,218,,
25,68000,RENT,9,VENTURE,B,10800,10.74,0,0.16,N,2,12028.5591,2,120,,
24,36852,MORTGAGE,,EDUCATION,B,6000,9.99,0,0.16,N,4,83613.72927,3,836,,
23,72000,RENT,3,MEDICAL,A,10800,7.88,0,0.15,N,2,28181.41194,4,281,,
26,69000,RENT,11,HOMEIMPROVEMENT,A,10800,7.51,1,0.16,N,4,46847.88779,2,468,,
23,58650,RENT,7,MEDICAL,D,10800,16.29,1,0.16,N,3,32796.84811,6,327,,
22,36933,MORTGAGE,2,VENTURE,C,10000,12.22,0,0.27,Y,4,33336.18254,6,333,,
22,75000,RENT,0,MEDICAL,B,10800,9.62,0,0.14,N,3,19972.32796,3,199,,
25,62165,RENT,2,MEDICAL,D,10800,15.65,1,0.15,Y,4,9201.747104,8,920,,
23,115000,RENT,0,PERSONAL,C,10800,14.65,0,0.09,N,4,1620.769436,6,162,,
23,36996,OWN,4,MEDICAL,A,10000,7.51,0,0.27,N,3,59879.49813,9,598,,
22,20796,RENT,1,DEBTCONSOLIDATION,D,10775,15.37,1,0.52,Y,2,55631.16991,5,556,,
23,30000,RENT,6,EDUCATION,B,10775,10.65,1,0.36,N,4,19780.65232,3,197,,
24,36996,MORTGAGE,7,PERSONAL,D,7800,,0,0.21,Y,3,99331.97349,1,993,,
24,24000,RENT,0,HOMEIMPROVEMENT,D,10750,15.2,1,0.45,Y,2,57556.76938,2,575,,
22,29950,RENT,0,HOMEIMPROVEMENT,D,10750,14.11,1,0.36,N,3,45544.16712,7,455,,
21,30067,RENT,5,VENTURE,C,10750,12.68,1,0.36,N,3,41067.42997,3,410,,
23,33600,RENT,2,DEBTCONSOLIDATION,C,10750,,1,0.32,Y,3,5640.478904,1,564,,
26,36000,RENT,7,VENTURE,E,10750,16,0,0.3,Y,4,88158.82732,3,881,,
23,37000,OWN,0,EDUCATION,A,6000,8.9,0,0.16,N,3,89999.25929,2,899,,
25,39000,RENT,1,HOMEIMPROVEMENT,D,10750,14.59,1,0.28,Y,4,87469.72052,2,874,,
23,32000,RENT,4,PERSONAL,A,10700,6.03,1,0.33,N,3,38761.07383,5,387,,
26,48000,RENT,2,EDUCATION,A,10700,9.63,0,0.22,N,4,48627.95607,8,486,,
25,54000,RENT,7,HOMEIMPROVEMENT,C,10700,,1,0.2,Y,2,70946.09868,6,709,,
23,37000,MORTGAGE,3,PERSONAL,B,6400,11.71,0,0.17,N,3,47168.06635,1,471,,
26,68000,RENT,4,EDUCATION,B,10700,12.42,0,0.16,N,4,32812.76752,1,328,,
25,37000,OWN,0,VENTURE,C,10000,15.96,0,0.27,N,3,91046.11013,3,910,,
22,37000,MORTGAGE,7,MEDICAL,B,3600,11.71,0,0.1,N,2,12761.67297,1,127,,
26,16800,RENT,,PERSONAL,B,10625,,1,0.63,N,3,69750.36134,2,697,,
22,37000,MORTGAGE,1,VENTURE,C,2000,14.27,0,0.05,Y,2,40677.47238,5,406,,
25,24000,RENT,2,MEDICAL,A,10625,6.03,1,0.44,N,2,76627.98428,5,766,,
26,37000,MORTGAGE,7,EDUCATION,B,8400,10.99,0,0.23,N,4,27761.11057,4,277,,
25,37000,MORTGAGE,6,HOMEIMPROVEMENT,D,7000,15.62,0,0.19,Y,3,38825.16998,3,388,,
23,25000,RENT,0,EDUCATION,B,10625,11.71,1,0.42,N,3,33062.45676,2,330,,
22,37000,MORTGAGE,0,MEDICAL,A,15000,8.49,0,0.41,N,2,8631.127715,5,863,,
26,30000,RENT,0,VENTURE,B,10625,11.71,1,0.35,N,3,80606.73758,7,806,,
25,30000,RENT,9,DEBTCONSOLIDATION,A,10625,6.99,1,0.35,N,4,33150.06648,9,331,,
23,30000,RENT,8,EDUCATION,A,10625,6.92,1,0.35,N,2,95478.34076,9,954,,
24,37000,MORTGAGE,3,MEDICAL,A,6075,5.99,0,0.16,N,3,28096.45375,4,280,,
24,62467,RENT,0,HOMEIMPROVEMENT,A,10625,8.49,0,0.17,N,2,58914.6704,5,589,,
22,31200,RENT,0,MEDICAL,C,10600,12.99,1,0.34,N,2,44432.14966,9,444,,
24,33048,RENT,6,EDUCATION,C,10600,11.97,1,0.32,Y,3,10642.7913,9,106,,
24,42000,RENT,4,PERSONAL,C,10600,13.16,0,0.25,Y,4,77078.12117,9,770,,
25,57700,RENT,2,MEDICAL,D,10600,14.91,1,0.18,Y,4,90985.3735,1,909,,
24,37000,MORTGAGE,4,MEDICAL,A,4000,,0,0.11,N,4,41393.01797,9,413,,
22,75000,RENT,3,EDUCATION,B,10600,10.99,0,0.14,N,3,51864.17477,6,518,,
24,94000,RENT,3,PERSONAL,B,10600,12.18,0,0.11,N,4,38160.38273,2,381,,
22,37000,MORTGAGE,6,MEDICAL,B,2500,10.37,0,0.07,N,4,71924.1434,3,719,,
25,30000,RENT,3,VENTURE,D,10500,16.29,1,0.35,N,2,37745.56816,4,377,,
22,37000,MORTGAGE,3,DEBTCONSOLIDATION,A,15000,6.54,0,0.41,N,3,44627.6405,8,446,,
25,30600,RENT,,MEDICAL,C,10500,13.35,1,0.34,N,3,69006.10919,9,690,,
